1152
volume peso recompensa duração(s)
4 14 1028 383 
1 4 1648 528 
8 25 1054 808 
29 9 847 704 
3 25 1512 380 
13 13 692 913 
30 26 1255 343 
25 20 1409 171 
3 12 276 123 
7 1 623 242 
17 20 1156 709 
29 22 1145 458 
16 1 1273 561 
13 7 634 862 
2 11 1048 141 
30 7 1754 209 
19 27 902 248 
19 17 1465 634 
28 11 828 1098 
24 18 1177 466 
18 8 1342 639 
14 20 459 344 
1 27 708 342 
3 2 845 438 
20 19 1085 919 
27 30 760 283 
2 23 878 880 
2 14 1612 1099 
13 14 818 1052 
4 13 1034 1056 
9 12 1472 963 
5 25 1165 604 
5 15 1223 100 
7 26 1360 383 
11 5 1852 952 
10 27 1199 288 
3 26 1542 874 
1 26 554 1058 
29 9 250 936 
25 20 1234 128 
4 24 1494 102 
12 16 649 746 
12 4 828 1025 
22 26 204 359 
13 14 475 959 
2 13 968 335 
14 25 1113 402 
14 18 1492 915 
4 5 514 648 
12 12 948 385 
7 30 343 941 
25 19 364 702 
25 19 1000 403 
23 25 941 821 
20 25 1610 119 
5 26 1342 332 
23 15 213 212 
18 11 1020 756 
10 25 1805 941 
6 20 338 433 
8 29 1907 171 
24 3 1017 642 
20 25 1407 1044 
21 25 400 502 
1 14 233 659 
24 19 1795 520 
5 18 737 447 
8 16 1683 202 
7 17 1333 643 
12 11 1371 203 
5 16 926 260 
2 16 1069 326 
21 21 1772 343 
9 23 1310 888 
3 21 788 566 
28 15 323 1090 
24 21 542 932 
1 12 648 108 
28 12 230 613 
27 4 827 618 
24 4 1438 177 
18 21 1355 165 
11 5 1212 213 
11 21 1132 638 
11 21 1783 479 
2 18 260 204 
29 20 645 106 
16 4 1028 787 
7 24 637 718 
15 15 377 676 
11 18 267 828 
30 13 1570 395 
3 16 1002 989 
4 11 562 224 
22 28 513 597 
23 21 886 161 
15 16 1124 269 
22 3 1442 901 
13 24 344 131 
28 8 1819 583 
24 17 203 680 
27 25 994 1063 
14 30 466 874 
21 16 877 742 
1 2 225 481 
26 1 1715 1004 
16 7 486 455 
14 25 1956 173 
11 13 446 1018 
29 21 667 790 
12 26 634 684 
12 14 601 575 
7 14 1292 858 
7 2 1351 821 
8 21 1707 492 
15 14 492 743 
26 13 495 938 
3 3 1002 979 
29 16 802 142 
29 19 1356 579 
25 14 1419 175 
16 16 1744 780 
28 24 300 905 
8 2 1834 840 
14 14 1902 752 
16 17 589 297 
3 12 1591 241 
1 4 1963 956 
17 26 834 162 
3 22 582 802 
16 28 1588 696 
29 30 1087 246 
13 28 341 1100 
6 16 587 731 
27 3 205 933 
6 20 1163 563 
15 29 454 628 
21 16 939 254 
13 26 748 293 
25 12 1560 269 
9 2 1226 1016 
17 15 1434 407 
17 6 1294 233 
25 14 1923 964 
13 27 1338 102 
4 10 236 332 
27 17 1811 903 
28 2 998 299 
3 2 445 679 
16 18 745 235 
16 24 1030 311 
30 19 501 922 
15 5 383 928 
7 11 1750 301 
27 20 1819 496 
21 12 1351 463 
5 18 721 549 
28 10 926 899 
25 28 203 638 
17 24 1092 325 
21 24 1320 569 
4 20 1392 358 
9 13 1070 160 
16 21 968 1004 
9 23 429 879 
2 1 963 596 
28 23 413 125 
17 16 670 534 
10 1 552 359 
12 29 1723 637 
11 26 452 445 
16 1 927 1002 
23 3 1527 128 
25 30 350 253 
15 30 1535 135 
8 10 1284 769 
2 7 1346 1083 
5 9 1481 359 
4 27 722 661 
19 26 980 143 
20 10 1954 918 
1 6 702 172 
28 30 1858 727 
1 27 1608 244 
3 17 1901 441 
18 22 1897 907 
10 24 1569 901 
11 13 820 437 
22 25 1953 611 
22 7 792 665 
29 27 1030 1095 
24 11 1982 836 
20 20 1930 999 
3 7 372 675 
22 5 1598 865 
17 22 1740 424 
8 11 1558 645 
18 3 625 205 
30 1 920 999 
3 28 1972 117 
10 11 1975 1037 
17 9 1576 197 
13 30 1504 455 
22 17 348 550 
27 2 1591 149 
5 14 1206 592 
14 5 331 814 
24 11 1936 928 
13 19 616 362 
27 6 1061 511 
27 1 1347 819 
17 26 543 334 
28 20 912 440 
25 10 998 985 
6 6 1882 115 
8 7 1050 220 
25 14 1998 867 
11 11 1215 907 
11 21 719 457 
8 17 989 586 
6 13 1465 748 
22 8 1398 315 
5 29 1167 364 
5 25 825 1060 
30 6 219 807 
16 18 1102 779 
30 2 1739 165 
18 1 1862 523 
6 8 1583 123 
15 21 798 153 
20 17 570 434 
3 10 1455 848 
15 25 1744 284 
13 18 468 699 
12 8 980 980 
30 29 1714 956 
6 5 425 486 
26 23 1633 258 
1 30 905 1064 
9 21 1245 234 
7 28 380 347 
15 7 1670 377 
14 25 335 154 
15 22 1441 487 
27 25 304 738 
17 30 908 737 
30 11 1130 737 
23 28 1622 570 
25 20 1036 917 
18 2 1854 210 
19 5 1321 969 
18 15 1057 854 
9 22 1618 394 
21 16 1413 522 
27 5 1245 930 
24 18 541 697 
29 28 1632 1052 
21 28 1112 203 
24 14 771 781 
28 10 1771 478 
23 6 1485 811 
21 8 1730 559 
4 20 723 974 
7 29 920 493 
18 8 512 115 
27 30 649 771 
13 4 235 556 
13 2 1221 578 
7 14 664 1006 
21 26 1720 791 
7 17 1877 158 
16 11 400 467 
18 8 1352 239 
29 4 1519 384 
7 3 1532 603 
5 13 655 868 
26 17 621 667 
4 12 911 698 
28 7 572 172 
17 1 982 395 
30 24 742 274 
27 19 304 226 
21 13 1849 901 
17 6 752 1022 
23 3 1717 272 
14 5 565 520 
3 25 1003 1045 
25 29 485 606 
23 6 1434 317 
24 5 1905 492 
17 4 1029 349 
10 4 491 982 
29 30 1565 832 
26 14 989 902 
9 7 1667 334 
5 13 460 570 
19 7 644 125 
11 19 313 516 
15 17 1122 515 
12 2 1252 304 
2 3 633 447 
9 20 995 736 
18 16 949 929 
29 5 1446 850 
12 16 1002 210 
5 28 1694 331 
14 15 376 174 
17 4 1411 380 
6 24 728 847 
5 14 1298 727 
30 17 558 934 
21 9 1405 895 
25 23 1446 758 
20 10 1887 1044 
24 4 1450 891 
7 22 590 148 
15 9 1483 507 
22 1 1599 217 
17 17 446 675 
18 21 1330 292 
14 22 809 752 
23 2 1784 642 
5 15 609 129 
6 13 1003 425 
21 23 1715 266 
24 25 409 863 
11 18 1064 116 
9 16 1580 900 
7 24 502 690 
25 19 1375 759 
3 1 974 192 
13 15 1157 588 
7 3 485 381 
19 23 245 1100 
10 10 1382 181 
17 11 578 691 
5 1 243 699 
11 6 761 590 
28 20 782 882 
4 16 1710 662 
10 11 1727 995 
25 3 1075 347 
5 28 252 978 
1 21 1608 1039 
13 12 1616 780 
9 6 1586 665 
26 3 1406 764 
18 21 1558 831 
24 25 338 403 
19 25 659 535 
23 4 1337 184 
24 11 470 489 
23 5 1756 700 
3 18 1212 717 
20 15 220 362 
28 11 1159 596 
27 24 1592 841 
18 20 1136 494 
23 5 1882 866 
15 4 1384 1011 
1 24 882 726 
11 12 1361 762 
27 1 758 171 
3 28 1838 223 
21 11 957 218 
22 27 589 492 
1 4 1172 110 
29 25 735 552 
19 19 310 616 
22 28 1117 152 
21 24 1016 801 
22 14 593 410 
17 3 1015 391 
29 30 1093 189 
25 26 401 423 
13 24 309 928 
4 4 1113 491 
2 25 635 946 
19 22 1185 501 
5 25 724 314 
27 25 1301 1029 
24 18 862 632 
5 4 268 423 
27 13 1824 212 
17 22 1031 277 
16 22 1790 188 
13 12 990 462 
7 10 760 858 
4 18 672 731 
27 26 1769 232 
21 5 356 581 
18 19 1502 442 
10 27 250 1046 
10 19 1642 246 
30 17 1153 598 
26 29 1605 755 
17 12 284 1058 
29 6 1170 399 
11 16 965 733 
4 30 1667 872 
18 11 1386 200 
29 19 726 693 
28 26 630 380 
25 2 1628 625 
13 30 1752 867 
28 13 551 373 
28 12 445 889 
11 3 1186 376 
13 3 327 957 
14 19 647 995 
7 23 1613 146 
24 16 1785 798 
8 9 485 239 
21 14 1058 362 
18 22 1404 594 
24 6 1266 119 
9 18 1184 226 
6 13 632 459 
6 26 1397 373 
4 28 776 566 
29 19 1905 274 
24 2 896 963 
15 30 735 151 
6 24 1343 916 
11 4 1225 1047 
16 12 976 756 
29 23 219 1082 
21 8 573 337 
18 16 588 543 
9 11 489 403 
3 28 1933 984 
21 4 874 686 
7 15 478 261 
26 27 1958 1069 
20 8 1657 548 
15 27 522 914 
5 10 1067 829 
21 10 529 830 
7 27 674 566 
23 18 307 421 
2 26 438 483 
23 10 1471 592 
17 5 1518 623 
2 24 722 1080 
25 13 689 904 
22 7 1217 241 
4 4 1350 488 
13 4 1305 267 
30 21 499 284 
22 20 291 156 
24 7 407 452 
22 2 869 198 
6 16 1709 215 
22 5 1610 766 
9 3 1496 207 
6 28 1218 1075 
18 12 1092 756 
1 12 1475 790 
10 15 1326 928 
8 9 1268 956 
24 1 1481 1052 
27 19 410 395 
13 13 1315 614 
10 28 1678 699 
9 24 341 709 
28 11 672 480 
25 4 1679 1015 
12 16 256 365 
8 8 1837 467 
18 5 1155 751 
9 2 1897 942 
29 29 516 725 
15 10 1329 642 
20 1 1663 779 
5 17 699 204 
24 12 1762 157 
11 8 654 763 
4 11 550 238 
12 26 1197 756 
24 13 999 672 
14 22 1475 326 
22 13 842 537 
21 6 598 1051 
9 30 1597 655 
29 17 260 851 
27 4 410 913 
29 19 1950 761 
1 9 386 644 
22 8 233 619 
12 7 340 859 
12 26 994 412 
25 29 1387 148 
16 24 1341 218 
27 20 1572 626 
8 12 938 465 
12 27 1731 102 
5 12 1832 149 
18 8 1940 905 
3 2 1853 1007 
1 3 1347 932 
26 26 1800 375 
7 22 676 617 
26 22 226 501 
10 11 1732 484 
14 9 250 513 
8 15 1965 381 
17 16 1000 922 
19 22 1683 698 
9 26 1311 264 
18 19 1282 527 
2 19 1802 309 
29 4 406 824 
4 30 1962 252 
7 11 222 577 
18 15 1023 247 
28 8 1565 586 
3 1 1832 418 
11 17 1544 124 
5 27 946 940 
22 2 1290 583 
2 3 1626 291 
5 24 567 674 
30 14 1006 381 
13 1 671 470 
23 13 336 238 
30 12 1049 335 
30 23 412 671 
24 5 965 934 
29 20 1361 705 
13 29 265 1067 
4 7 1444 265 
8 24 572 691 
7 19 1873 492 
30 16 693 834 
8 29 468 1058 
25 5 976 372 
24 10 304 494 
8 28 1659 548 
4 10 1281 940 
3 11 976 673 
29 3 289 581 
19 7 1113 887 
27 8 842 637 
12 5 333 612 
14 17 1185 240 
6 27 1826 313 
6 5 1936 424 
7 28 1218 1035 
22 15 692 935 
21 21 573 1059 
28 14 816 643 
10 28 921 252 
6 8 1497 348 
4 13 918 649 
9 15 479 434 
4 18 1196 573 
24 22 1475 395 
12 30 1681 699 
13 14 834 507 
12 13 1572 1043 
12 4 1312 933 
17 23 1729 817 
7 18 1022 788 
5 6 983 345 
19 14 546 553 
13 18 432 1005 
2 22 350 288 
27 16 1160 785 
12 24 1380 767 
8 23 1142 763 
10 30 979 556 
27 3 279 995 
8 22 1907 1070 
10 21 779 890 
4 1 1640 911 
8 3 1060 707 
19 28 1700 1025 
21 14 1650 444 
5 8 369 393 
2 24 1890 501 
16 7 1695 1017 
19 5 1461 456 
5 9 382 412 
11 19 380 841 
16 30 1173 969 
5 10 515 109 
17 25 1595 713 
19 9 947 805 
15 3 356 580 
29 30 1900 365 
8 14 927 420 
2 20 280 724 
12 17 920 708 
26 20 451 553 
6 10 1725 162 
10 3 1482 438 
27 30 1368 1090 
29 27 1229 653 
10 9 1281 1016 
28 30 762 186 
8 12 974 333 
23 9 963 387 
10 4 374 645 
6 2 423 294 
2 8 1513 839 
4 30 1542 1015 
8 19 292 457 
10 27 899 763 
30 20 498 1071 
28 22 702 685 
25 25 1389 785 
18 6 531 540 
13 27 1589 379 
18 22 1676 319 
2 13 1805 667 
9 3 1745 416 
22 13 1089 921 
4 25 262 279 
11 17 1184 569 
22 29 1903 881 
25 19 1801 163 
10 8 1987 745 
12 4 1393 291 
28 23 1777 1040 
5 4 1028 511 
29 29 694 872 
8 25 872 486 
23 16 1279 167 
26 12 1645 346 
19 12 217 689 
7 13 625 534 
5 3 1672 419 
28 6 1105 799 
4 14 1333 237 
8 3 1079 827 
10 10 432 338 
21 13 563 710 
16 10 548 611 
22 5 1742 712 
29 11 1089 1036 
16 13 850 990 
18 18 1050 992 
13 15 750 607 
16 29 515 542 
3 13 270 604 
15 29 330 772 
3 5 739 804 
7 27 1767 279 
1 25 1990 783 
5 16 1367 124 
22 17 256 652 
16 3 1469 179 
7 17 1022 109 
7 7 1038 764 
3 26 1076 697 
15 6 794 983 
30 25 1198 586 
10 4 1339 971 
21 26 736 866 
28 10 1962 514 
19 12 1006 615 
10 27 274 827 
14 12 426 489 
9 6 418 760 
1 13 1995 196 
8 8 974 239 
3 1 792 707 
11 24 865 125 
27 25 1847 136 
13 11 1398 861 
22 16 526 365 
13 4 1201 678 
16 26 696 858 
25 9 1416 424 
9 14 649 696 
29 11 775 660 
5 2 674 877 
4 17 401 694 
24 13 1501 798 
9 9 1473 1059 
27 17 522 199 
25 28 250 864 
3 3 1871 206 
13 15 1575 323 
8 24 458 953 
10 16 312 234 
20 14 970 331 
14 4 1041 252 
21 6 1132 269 
25 2 1162 173 
26 30 323 958 
6 28 1646 726 
21 28 1373 278 
5 11 635 458 
16 10 1358 319 
14 11 511 929 
16 1 803 445 
24 18 541 260 
9 18 1216 497 
15 29 302 172 
18 2 1066 413 
12 5 289 965 
6 26 750 507 
6 27 1572 347 
20 30 964 617 
9 14 585 388 
23 13 494 1053 
11 9 1395 589 
10 5 1631 942 
1 2 558 404 
27 20 446 705 
17 22 1178 562 
13 23 689 1036 
28 4 350 1063 
16 12 628 763 
20 6 1378 442 
10 19 1348 913 
12 5 1739 1091 
25 23 1668 854 
7 1 608 647 
23 9 1344 344 
12 14 528 511 
26 21 872 850 
18 23 1305 515 
11 1 1870 606 
5 27 515 466 
11 7 1106 949 
8 30 870 119 
9 13 862 1070 
26 14 517 439 
27 24 1648 271 
17 17 813 548 
17 14 980 244 
10 16 212 952 
14 4 822 773 
4 18 807 185 
30 16 913 800 
30 10 1617 1018 
3 11 682 187 
19 17 915 697 
1 2 660 197 
9 13 1423 104 
16 13 1459 468 
30 9 552 650 
24 23 1278 443 
24 8 1950 762 
11 25 1270 965 
3 28 881 373 
29 27 1180 647 
9 10 348 888 
22 16 912 644 
24 4 450 307 
18 21 750 300 
28 26 509 976 
12 19 1450 424 
16 16 1843 293 
12 27 1452 411 
6 7 1909 807 
15 9 1280 810 
5 23 1436 221 
13 3 207 936 
28 15 818 368 
25 22 1764 1005 
29 14 505 610 
10 2 246 997 
8 9 1147 958 
18 7 921 969 
29 22 1905 192 
24 21 1442 779 
27 5 1734 293 
18 27 1322 986 
10 6 1287 508 
29 29 806 780 
8 23 909 930 
29 3 1682 647 
17 26 1962 781 
