512
volMax pesoMax custo
343 279 18610
259 331 22128
275 329 22945
347 391 19776
278 282 13215
357 312 18976
284 321 16387
270 391 14221
320 319 20968
353 257 18790
300 350 13424
258 359 16872
353 384 22158
275 329 20661
264 357 15019
335 312 15671
389 346 15652
301 364 14503
365 284 14153
285 385 15192
288 283 18366
321 291 20455
285 392 23107
328 266 21621
361 278 15761
274 364 18250
250 352 19369
297 250 17750
332 365 15117
284 398 14931
397 284 15445
304 355 15263
320 390 23513
318 317 20535
393 276 13107
274 300 17034
367 298 15695
253 345 23776
254 275 24194
286 309 20623
303 303 20432
351 355 15461
289 275 22457
367 341 19398
311 334 22528
281 358 15560
365 322 19473
398 326 18611
278 330 18771
274 366 21106
266 267 20800
291 368 23221
269 255 13225
388 372 20802
270 282 16385
331 311 18326
287 275 20577
292 270 22499
393 297 21836
363 319 23420
393 335 19461
324 375 15119
360 394 21240
268 379 14440
265 399 17847
347 327 13260
383 365 18729
339 256 15926
373 397 15629
332 358 13441
259 350 14269
349 271 21255
258 379 22846
321 395 24206
356 260 17721
272 355 19924
398 337 19363
397 274 22511
264 397 23679
328 327 18918
309 334 14757
376 282 16280
265 291 15404
295 360 19359
304 315 17643
311 335 17933
393 333 14257
289 327 14191
340 339 20227
385 265 18604
388 324 24034
338 299 13374
309 313 18347
259 356 17588
355 259 16831
307 318 13914
365 311 20398
357 348 23706
373 287 15464
385 269 13894
322 254 23729
342 342 15055
395 251 20304
336 258 22432
386 361 18630
352 266 20628
250 381 21335
383 335 22823
287 307 16297
